0, 7
0, 16
0, 28
0, 33
0, 35
0, 45
0, 49
1, 56
0, 62
1, 69
0, 71
0, 77
0, 78
0, 82
0, 86
1, 92
0, 97
0, 102
1, 108
0, 118
0, 123
0, 130
2, 133
0, 139
0, 145
1, 150
0, 155
1, 159
0, 163
0, 167
0, 174
0, 178
1, 178
1, 183
0, 190
0, 199
0, 202
0, 203
1, 203
0, 206
0, 212
2, 211
0, 208
0, 207
1, 215
1, 218
0, 223
0, 226
0, 233
1, 237
1, 240
0, 245
0, 256
4, 263
0, 268
1, 274
0, 275
0, 279
1, 282
0, 288
2, 294
3, 297
1, 300
1, 302
0, 306
2, 309
2, 311
2, 314
0, 315
2, 319
0, 322
0, 326
2, 329
1, 334
0, 338
1, 339
1, 342
3, 347
1, 351
3, 357
4, 356
1, 358
1, 361
0, 364
2, 369
0, 368
2, 367
4, 370
3, 370
3, 374
3, 370
0, 373
3, 375
1, 376
2, 382
0, 382
0, 387
2, 393
0, 398
0, 402
2, 405
1, 407
3, 417
1, 416
3, 416
1, 416
6, 418
5, 425
1, 424
4, 425
4, 425
1, 431
2, 433
3, 436
3, 435
0, 438
2, 444
2, 449
3, 450
2, 453
8, 452
2, 455
1, 460
2, 466
1, 467
6, 470
2, 474
1, 476
4, 479
2, 481
1, 487
1, 489
0, 490
4, 497
1, 500
5, 505
1, 511
2, 517
5, 512
2, 511
1, 511
3, 519
3, 529
5, 533
0, 535
0, 538
6, 543
1, 543
4, 546
2, 545
5, 548
1, 543
4, 545
3, 544
2, 541
2, 540
0, 542
11, 544
2, 548
2, 554
1, 557
2, 558
3, 559
3, 559
6, 556
4, 560
4, 564
4, 568
6, 577
4, 576
7, 578
2, 582
7, 581
8, 579
3, 582
2, 585
5, 590
4, 589
1, 591
3, 592
9, 595
5, 598
7, 598
2, 598
3, 599
2, 600
8, 600
5, 595
6, 597
5, 600
5, 604
5, 603
3, 609
4, 607
5, 603
2, 595
5, 592
4, 591
3, 591
8, 589
7, 591
4, 596
7, 593
2, 593
4, 596
3, 600
5, 599
4, 600
5, 609
6, 611
2, 612
6, 613
3, 611
5, 612
3, 610
7, 607
4, 604
2, 601
