0, 15
0, 26
0, 41
0, 60
0, 73
0, 83
0, 101
0, 119
0, 134
0, 146
0, 161
0, 178
0, 192
0, 206
0, 218
0, 236
0, 252
0, 266
0, 279
0, 288
0, 298
0, 304
0, 319
0, 329
0, 338
0, 349
0, 359
0, 372
0, 383
0, 392
0, 403
0, 417
0, 429
0, 442
0, 456
0, 458
0, 468
0, 476
0, 483
0, 495
0, 498
0, 505
0, 514
0, 522
0, 529
0, 544
0, 555
0, 561
0, 566
0, 571
0, 576
0, 583
0, 594
0, 597
0, 600
0, 604
0, 616
0, 628
0, 635
0, 647
0, 653
0, 669
0, 680
0, 690
0, 702
0, 709
0, 718
0, 722
0, 725
0, 734
0, 743
0, 753
0, 759
0, 765
0, 772
0, 783
0, 792
0, 798
1, 807
0, 808
1, 826
0, 832
1, 833
1, 845
1, 847
1, 855
0, 854
0, 862
0, 867
1, 884
1, 898
1, 905
1, 914
0, 920
0, 924
0, 926
0, 934
0, 940
0, 944
0, 957
1, 968
0, 968
2, 982
2, 985
1, 992
0, 996
1, 996
0, 1003
0, 1008
0, 1016
2, 1024
0, 1028
0, 1029
0, 1038
0, 1038
0, 1041
1, 1044
1, 1045
3, 1054
1, 1059
2, 1065
0, 1071
2, 1082
2, 1086
1, 1091
0, 1107
2, 1118
2, 1124
1, 1130
0, 1133
6, 1135
2, 1141
3, 1147
0, 1147
2, 1151
2, 1156
0, 1165
1, 1163
1, 1165
1, 1167
1, 1163
1, 1167
0, 1167
1, 1163
1, 1174
0, 1182
2, 1185
2, 1192
0, 1197
0, 1194
2, 1202
1, 1209
1, 1213
2, 1208
2, 1205
2, 1199
1, 1204
1, 1211
1, 1220
1, 1221
0, 1227
2, 1232
2, 1230
2, 1238
1, 1239
1, 1242
4, 1240
1, 1250
0, 1251
3, 1260
2, 1261
1, 1253
2, 1261
1, 1262
1, 1263
0, 1262
0, 1272
1, 1275
0, 1286
2, 1284
2, 1283
2, 1282
1, 1281
6, 1281
2, 1287
3, 1289
1, 1290
2, 1290
2, 1291
0, 1296
1, 1297
1, 1294
0, 1298
3, 1302
1, 1307
0, 1310
4, 1307
0, 1310
2, 1306
3, 1301
0, 1298
0, 1295
0, 1295
3, 1292
2, 1296
3, 1299
3, 1297
2, 1302
1, 1299
2, 1300
0, 1299
2, 1308
1, 1306
2, 1312
0, 1317
3, 1320
3, 1330
2, 1335
2, 1342
0, 1344
1, 1341
4, 1337
0, 1338
1, 1347
2, 1354
1, 1351
1, 1353
1, 1354
1, 1357
0, 1361
1, 1368
0, 1375
0, 1380
2, 1376
1, 1378
2, 1382
2, 1382
1, 1383
0, 1386
2, 1382
4, 1381
3, 1390
2, 1390
0, 1387
2, 1394
1, 1392
2, 1393
0, 1393
1, 1390
2, 1391
3, 1394
3, 1395
2, 1391
5, 1390
5, 1389
0, 1387
0, 1379
1, 1381
1, 1387
2, 1391
3, 1394
2, 1386
1, 1389
1, 1389
2, 1387
1, 1391
2, 1399
0, 1406
1, 1418
0, 1416
4, 1414
4, 1419
0, 1423
3, 1424
3, 1430
0, 1431
1, 1420
2, 1420
1, 1418
2, 1420
6, 1420
4, 1426
2, 1426
3, 1427
1, 1427
0, 1430
1, 1436
0, 1435
1, 1435
1, 1438
2, 1442
3, 1441
1, 1446
4, 1451
4, 1447
2, 1443
0, 1447
4, 1450
0, 1450
1, 1463
1, 1474
1, 1471
2, 1467
2, 1467
3, 1466
1, 1472
0, 1472
1, 1471
2, 1469
1, 1466
1, 1458
2, 1463
2, 1460
2, 1469
2, 1474
3, 1475
1, 1472
4, 1471
0, 1465
2, 1468
