0, 13
0, 27
0, 46
0, 61
1, 66
0, 81
0, 99
1, 111
1, 124
0, 143
1, 156
0, 166
2, 177
0, 196
1, 209
1, 221
2, 235
1, 247
0, 261
1, 269
3, 280
1, 293
1, 305
0, 316
3, 331
3, 345
0, 358
3, 370
2, 382
2, 391
3, 400
5, 412
1, 418
1, 428
3, 441
1, 450
2, 458
5, 466
5, 474
0, 485
3, 491
3, 501
3, 503
1, 505
9, 520
3, 528
5, 535
11, 540
6, 550
4, 554
2, 563
6, 575
3, 585
2, 593
4, 598
3, 603
4, 605
2, 624
4, 636
8, 646
5, 653
5, 658
5, 668
7, 674
6, 679
5, 682
7, 691
4, 699
5, 707
4, 714
8, 724
4, 727
1, 740
7, 745
11, 753
8, 756
7, 761
9, 771
3, 770
7, 776
6, 778
8, 788
4, 797
8, 804
8, 814
8, 815
8, 822
8, 829
9, 832
11, 840
5, 851
12, 860
10, 861
4, 877
12, 891
13, 900
9, 907
9, 913
9, 916
11, 922
8, 929
12, 929
7, 940
13, 948
6, 956
12, 965
12, 966
10, 966
16, 973
12, 978
12, 985
8, 981
13, 984
11, 984
14, 985
6, 995
8, 997
8, 999
7, 1007
7, 1014
8, 1027
10, 1037
6, 1032
11, 1045
12, 1051
7, 1064
9, 1066
12, 1067
9, 1066
11, 1070
8, 1072
5, 1075
6, 1080
7, 1088
10, 1094
16, 1090
11, 1094
16, 1097
7, 1104
16, 1110
9, 1110
12, 1120
10, 1126
10, 1125
12, 1130
13, 1138
9, 1139
16, 1139
14, 1142
13, 1145
19, 1153
18, 1161
14, 1163
17, 1161
15, 1171
7, 1180
18, 1185
17, 1186
14, 1187
16, 1190
8, 1194
19, 1198
9, 1203
15, 1199
12, 1199
11, 1203
19, 1202
16, 1202
13, 1205
12, 1208
14, 1203
16, 1204
15, 1201
12, 1206
10, 1206
15, 1212
13, 1223
8, 1230
17, 1235
12, 1239
10, 1245
14, 1244
17, 1250
21, 1250
9, 1251
22, 1247
17, 1250
11, 1254
14, 1254
24, 1258
19, 1262
13, 1269
9, 1275
19, 1273
14, 1278
12, 1280
16, 1279
6, 1285
18, 1289
13, 1288
18, 1288
13, 1286
9, 1287
11, 1283
14, 1272
13, 1273
14, 1277
13, 1279
16, 1272
12, 1274
9, 1274
19, 1273
9, 1274
9, 1278
19, 1287
12, 1289
11, 1287
6, 1287
9, 1298
24, 1298
14, 1302
23, 1300
13, 1300
17, 1312
11, 1317
11, 1313
12, 1311
12, 1314
14, 1313
15, 1316
11, 1312
15, 1319
12, 1320
19, 1330
10, 1323
15, 1322
14, 1321
17, 1329
14, 1332
11, 1330
9, 1333
18, 1337
22, 1341
17, 1343
12, 1346
11, 1346
23, 1350
13, 1344
14, 1346
9, 1354
14, 1355
11, 1362
16, 1362
18, 1361
16, 1365
25, 1372
11, 1370
16, 1374
25, 1366
16, 1371
11, 1369
17, 1373
14, 1381
14, 1381
17, 1381
9, 1384
4, 1393
14, 1384
17, 1380
16, 1384
19, 1383
14, 1380
19, 1383
28, 1384
18, 1387
15, 1389
9, 1389
12, 1396
18, 1393
20, 1397
15, 1404
9, 1409
14, 1405
10, 1411
18, 1413
11, 1417
16, 1418
10, 1413
13, 1421
14, 1422
18, 1426
18, 1424
13, 1434
25, 1439
7, 1444
21, 1443
12, 1448
15, 1453
22, 1445
16, 1441
16, 1437
18, 1433
16, 1428
21, 1432
12, 1435
23, 1428
21, 1422
16, 1429
15, 1436
18, 1442
15, 1444
24, 1442
17, 1438
17, 1446
10, 1443
21, 1442
17, 1445
14, 1442
15, 1445
16, 1440
16, 1444
26, 1445
23, 1443
18, 1440
19, 1451
19, 1454
14, 1451
18, 1458
16, 1465
16, 1467
18, 1470
16, 1469
12, 1476
15, 1473
16, 1468
13, 1465
22, 1469
18, 1464
15, 1467
16, 1464
19, 1460
18, 1456
17, 1453
25, 1453
20, 1449
21, 1449
18, 1449
17, 1447
17, 1449
9, 1444
15, 1442
21, 1442
14, 1443
13, 1442
12, 1439
16, 1449
20, 1451
15, 1453
18, 1452
13, 1449
23, 1447
20, 1446
9, 1447
19, 1442
20, 1439
13, 1437
16, 1435
10, 1441
18, 1451
12, 1454
14, 1461
20, 1464
14, 1462
14, 1460
17, 1458
21, 1452
13, 1453
17, 1452
16, 1463
15, 1461
14, 1471
21, 1468
20, 1469
20, 1459
19, 1455
22, 1452
15, 1454
10, 1452
18, 1452
12, 1449
19, 1456
20, 1455
13, 1458
12, 1454
20, 1458
19, 1463
25, 1465
20, 1467
13, 1470
21, 1474
18, 1470
10, 1473
26, 1471
14, 1460
14, 1458
19, 1448
14, 1455
17, 1461
15, 1456
20, 1449
16, 1443
18, 1443
14, 1438
17, 1442
18, 1441
18, 1446
18, 1450
14, 1450
16, 1457
21, 1456
13, 1458
19, 1464
11, 1469
15, 1469
18, 1469
19, 1474
21, 1472
17, 1474
16, 1475
22, 1480
12, 1476
19, 1473
26, 1467
15, 1463
14, 1467
20, 1477
14, 1477
15, 1485
15, 1495
19, 1496
18, 1495
17, 1503
22, 1504
16, 1502
13, 1498
23, 1503
16, 1510
15, 1501
28, 1501
18, 1501
13, 1498
16, 1489
22, 1483
19, 1486
22, 1482
11, 1481
17, 1483
19, 1485
13, 1480
19, 1479
13, 1485
13, 1489
17, 1497
10, 1498
9, 1498
14, 1501
13, 1493
